,id,type0,type1,type2,type3,type4,type5,type6,type7,finishRate,userNum,userNumInFact,scoreIgnoreUndo,scoreCountUndo,group0,group1,group2,group3,group4,uploadSum,uploadAvg,uploadAvgInFact,timeSpan,scoreVar,avgRunTime,difficultDegree
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5029828186591687,-0.08026684231428713,-0.6509375672719397,1.1805057420101566,0.0,1.0,0.0,0.0,0.0,-0.6261561403777164,1.319148936170213,1.319148936170213,2.3900945966232863,0.4307025136228858,3.672983793138819,7.171808087364314
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5029828186591687,-0.08026684231428713,0.786265733439289,1.5664375796406544,0.0,1.0,0.0,0.0,0.0,-0.4181947931935248,1.5531914893617018,1.5531914893617018,-0.5880087132078432,-0.6380883753203256,-0.5678047654028776,-1.4021338129672605
2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5029828186591687,-0.08026684231428713,0.786265733439289,1.5664375796406544,0.0,1.0,0.0,0.0,0.0,-0.17242229197584388,1.8297872340425527,1.8297872340425527,0.10845517096415441,-0.6380883753203256,-0.5674677999937925,-0.15214147402447592
3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5029828186591687,-0.08026684231428713,0.786265733439289,1.5664375796406544,0.0,1.0,0.0,0.0,0.0,-0.1346111379423545,1.8723404255319152,1.8723404255319152,0.4467792780825185,-0.6380883753203256,-0.5375925900649652,0.3011642260014403
4,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,-0.5694394093274824,1.3829787234042554,1.4130434782608696,-0.5836311025706958,-0.6380883753203256,-0.5184648155457607,-1.4445345149713447
5,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5029828186591687,-0.08026684231428713,0.786265733439289,1.5664375796406544,0.0,1.0,0.0,0.0,0.0,-0.19132786899258858,1.8085106382978724,1.8085106382978724,-0.4875289958599421,-0.6380883753203256,-0.5440809665951213,-0.7672919989392619
6,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5029828186591687,-0.08026684231428713,0.786265733439289,1.5664375796406544,0.0,1.0,0.0,0.0,0.0,-0.7963063335284186,1.127659574468085,1.127659574468085,-0.4297203782149995,-0.6380883753203256,-0.2795953818020012,-1.8066999241607737
7,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,0.5081784806269649,2.5957446808510642,2.652173913043478,-0.5853191459949869,-0.6380883753203256,-0.16952614470765784,1.3546125046718844
8,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8723404255319149,-0.5029828186591687,-0.40012537358477496,-0.8612600015223695,0.0227102291186562,0.0,1.0,0.0,0.0,0.0,-0.5127226782772483,1.4468085106382982,1.6585365853658536,-0.3687714766442325,0.586924115223418,-0.20877528972699766,2.49400767650472
9,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9574468085106383,-0.5029828186591687,-0.18688635273778306,0.786265733439289,1.1805057420101566,0.0,1.0,0.0,0.0,0.0,-0.2669501770595673,1.7234042553191489,1.8,-0.39429464404038955,-0.6380883753203256,0.38435497033651683,0.5892462976551925
10,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531915,-0.5029828186591687,-0.6133643944317668,-1.1306527230498855,-0.7684500380238669,0.0,1.0,0.0,0.0,0.0,2.0017190649497953,4.276595744680851,5.4324324324324325,3.3128183976185723,1.7128636546299305,7.953073389055502,22.08678868230792
11,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7659574468085106,-0.5029828186591687,-0.6666741496435148,-1.090083020267046,-0.9421193649575932,0.0,1.0,0.0,0.0,0.0,1.1887792532297738,3.3617021276595747,4.388888888888889,0.3424307434759985,1.9988489262616487,0.14278727541689262,9.502053973857484
12,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7659574468085106,-0.5029828186591687,-0.6666741496435148,0.786265733439289,-0.556187527327094,0.0,1.0,0.0,0.0,0.0,-0.11570556092560981,1.893617021276596,2.4722222222222223,1.0304808256962603,-0.6380883753203256,0.3277157648672952,4.7280001811416685
13,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7234042553191491,-0.5029828186591687,-0.7732936600670107,-2.825992588431263,-1.6438206321373672,0.0,1.0,0.0,0.0,0.0,2.2853027202009657,4.595744680851063,6.352941176470589,1.245312182564136,2.8428917224960926,-0.05665027289484539,15.883756732240425
14,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5957446808510638,-0.5029828186591687,-1.0931521913374986,-1.2643154045397758,-2.427956939835016,0.0,1.0,0.0,0.0,0.0,0.16787809432556053,2.2127659574468086,3.7142857142857135,-0.47845543829107345,1.779243964732242,0.29059541452529414,8.835719311490472
15,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5744680851063829,-0.5029828186591687,-1.1464619465492465,-0.21445360187075083,-2.4472535317165414,0.0,1.0,0.0,0.0,0.0,-0.7017784484446952,1.2340425531914894,2.1481481481481484,-0.5181246167900679,0.5090655252894534,0.5307764254717169,5.482081558502196
16,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5531914893617021,-0.5029828186591687,-1.1997717017609946,-0.18799227329285167,-2.630571154591029,0.0,1.0,0.0,0.0,0.0,-0.6261561403777164,1.319148936170213,2.3846153846153846,-0.5149464223462669,-0.07585763887747564,0.6284735942202242,6.082663431181734
17,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5531914893617021,-0.5029828186591687,-1.1997717017609946,-2.4612609556678224,-2.9682615125177154,0.0,1.0,0.0,0.0,0.0,0.09225578625858177,2.127659574468085,3.8461538461538463,0.021393467119285352,2.7825048390579257,0.8359276453676373,11.70746551193269
18,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9767441860465116,-0.6938738883912628,-0.346815618373027,-6.62984188569182,-0.5896114682556473,0.0,0.0,1.0,0.0,0.0,3.0037146468372637,5.906976744186046,6.047619047619048,9.370044000542112,6.408331405983713,0.33756197439792435,27.904910934646086
19,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5029828186591687,-0.08026684231428713,0.786265733439289,1.5664375796406544,0.0,1.0,0.0,0.0,0.0,-0.7017784484446952,1.2340425531914894,1.2340425531914894,-0.5879291180598735,-0.6380883753203256,-0.45139038546779625,-1.9239377102246342
20,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9574468085106383,-0.5029828186591687,-0.18688635273778306,0.598630858068655,1.1322642623063421,0.0,1.0,0.0,0.0,0.0,-0.2669501770595673,1.7234042553191489,1.8,0.2617166066880462,-0.5698382333970273,-0.4866856402163681,0.6100932929051914
21,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,-0.7395896024781845,1.1914893617021276,1.2173913043478262,0.16040705267026825,-0.6380883753203256,-0.03034111673288151,-0.5995141965326726
22,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5029828186591687,-0.08026684231428713,0.786265733439289,1.5664375796406544,0.0,1.0,0.0,0.0,0.0,-0.7395896024781845,1.1914893617021276,1.1914893617021276,-0.49883185906256877,-0.6380883753203256,0.059857837409043775,-1.408698611329213
23,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9574468085106383,-0.5029828186591687,-0.18688635273778306,0.786265733439289,1.1805057420101566,0.0,1.0,0.0,0.0,0.0,-0.2669501770595673,1.7234042553191489,1.8,-0.577956871286163,-0.6380883753203256,-0.44584543243176117,-0.42461633235885893
24,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,0.45146174957673085,2.5319148936170213,2.5869565217391304,-0.5503966906036851,-0.6380883753203256,-0.4296927431501299,1.0003211830823238
25,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,-0.7206840254614398,1.2127659574468086,1.2391304347826086,-0.5784262720251947,-0.6380883753203256,-0.4471600044953426,-1.712150682811133
26,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5029828186591687,-0.08026684231428713,0.786265733439289,1.5664375796406544,0.0,1.0,0.0,0.0,0.0,-0.777400756511674,1.1489361702127658,1.1489361702127658,-0.5879562367607304,-0.6380883753203256,-0.35445547406375494,-1.9972426834788972
27,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84,-0.3598145163600981,-0.346815618373027,0.5182427164634332,0.05487726185332045,0.0,0.0,0.0,0.0,1.0,-0.7963063335284186,1.06,1.261904761904762,-0.5868673630613868,-0.5083251009384141,0.003946160285930292,0.32586358081255207
28,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84,-0.3598145163600981,-0.346815618373027,0.786265733439289,0.11533387014997606,0.0,0.0,0.0,0.0,1.0,-0.9097397956288867,0.94,1.119047619047619,-0.5861185380810138,-0.6380883753203256,-0.32400943721690095,-0.5926799598395607
29,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5531914893617021,-0.5029828186591687,-1.1997717017609946,-4.085024300221385,-3.209468911036777,0.0,1.0,0.0,0.0,0.0,-0.28585575407631203,1.702127659574468,3.0769230769230766,-0.1831255205697685,3.9945070315682814,1.6262281754570076,12.963455113281244
30,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6382978723404256,-0.5029828186591687,-0.9865326809140027,-1.2151979551641843,-2.0570378506883413,0.0,1.0,0.0,0.0,0.0,0.20568924835904992,2.25531914893617,3.533333333333333,-0.045285134840728575,1.3364265637713113,0.26061752744694566,8.63792280838782
31,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9574468085106383,-0.5029828186591687,-0.18688635273778306,0.03572623195675311,0.9875398231949069,0.0,1.0,0.0,0.0,0.0,-0.6639672944112058,1.2765957446808511,1.3333333333333333,0.5509823891448472,0.45391389545244537,1.332991226862855,2.5131898303595883
32,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,-0.4938171012605036,1.4680851063829787,1.5,0.2603225984455984,-0.6380883753203256,0.6262066847739775,0.7161535910825416
33,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88,-0.3598145163600981,-0.24019610794953106,0.786265733439289,0.47810979752264565,0.0,0.0,0.0,0.0,1.0,-0.8719286415953974,0.98,1.1136363636363635,-0.5883293990493819,-0.6380883753203256,0.21921290260432558,-0.41985566377062733
34,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,-0.6639672944112058,1.2765957446808511,1.3043478260869563,0.17870852368199674,-0.6380883753203256,-0.351553394529249,-0.7303620985994579
35,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,-0.6828728714279505,1.25531914893617,1.2826086956521738,-0.5864292747444939,-0.6380883753203256,-0.03478759508405881,-1.221749823760222
36,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,-0.5316282552939929,1.425531914893617,1.4565217391304348,-0.587681903002852,-0.6380883753203256,5.597805343000423,4.75371629550161
37,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9787234042553192,-0.5029828186591687,-0.1335765975260351,0.786265733439289,1.3734716608254047,0.0,1.0,0.0,0.0,0.0,-0.39928921617678015,1.574468085106383,1.608695652173913,-0.5774010672254067,-0.6380883753203256,2.9235599392581473,2.3908618107930235
38,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88,-0.3598145163600981,-0.24019610794953106,0.786265733439289,0.47810979752264565,0.0,0.0,0.0,0.0,1.0,-0.834117487561908,1.02,1.1590909090909092,-0.5867271464795355,-0.6380883753203256,-0.22982031129006822,-0.7818320796406291
39,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.851063829787234,-0.5029828186591687,-0.4534351287965229,-0.9024481448964119,-0.1702556896965934,0.0,1.0,0.0,0.0,0.0,-0.1535167149590992,1.8510638297872342,2.175,-0.07128764875392701,1.749115452405944,0.17695744009297235,4.3533736259320515
40,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9574468085106383,-0.5029828186591687,-0.18688635273778306,0.786265733439289,1.1805057420101566,0.0,1.0,0.0,0.0,0.0,-0.777400756511674,1.1489361702127658,1.2,-0.4119345958675116,-0.6380883753203256,0.03598889652245455,-0.9512278130923749
41,41.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6391752577319587,1.8831555529920085,0.7193794858619325,-3.9348335239749663,-2.516343685877751,0.0,1.0,0.0,0.0,1.0,2.62560310650237,2.4123711340206184,3.7741935483870965,2.632608814057986,4.098999643526819,-0.6930652390144446,13.938110209572015
42,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9361702127659576,-0.5029828186591687,-0.24019610794953106,0.786265733439289,0.9875398231949069,0.0,1.0,0.0,0.0,0.0,-0.7395896024781845,1.1914893617021276,1.2727272727272727,-0.4698432165233829,-0.6380883753203256,-0.4186396450312858,-1.1342419965254218
43,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9361702127659576,-0.5029828186591687,-0.24019610794953106,0.786265733439289,0.9875398231949069,0.0,1.0,0.0,0.0,0.0,-0.8530230645786527,1.0638297872340423,1.1363636363636365,-0.5882018659145667,-0.6380883753203256,0.9147937517485287,-0.18319045996851258
