id,type0,type1,type2,type3,type4,type5,type6,type7,finishRate,userNum,userNumInFact,scoreIgnoreUndo,scoreCountUndo,group0,group1,group2,group3,group4,uploadSum,uploadAvg,uploadAvgInFact,timeSpan
79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84,50.0,42.0,97.61904761904762,82.0,0.0,0.0,0.0,0.0,1.0,52.0,1.04,1.2380952380952381,36.51230158730159
80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82,50.0,41.0,100.0,82.0,0.0,0.0,0.0,0.0,1.0,46.0,0.92,1.1219512195121952,0.041463414634146344
81.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84,50.0,42.0,98.80952380952381,83.0,0.0,0.0,0.0,0.0,1.0,59.0,1.18,1.4047619047619047,255.49761904761903
82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84,50.0,42.0,100.0,84.0,0.0,0.0,0.0,0.0,1.0,65.0,1.3,1.5476190476190477,62.55277777777777
83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82,50.0,41.0,100.0,82.0,0.0,0.0,0.0,0.0,1.0,48.0,0.96,1.170731707317073,2.1882113821138214
84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.86,50.0,43.0,100.0,86.0,0.0,0.0,0.0,0.0,1.0,55.0,1.1,1.2790697674418605,9.072480620155039
85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88,50.0,44.0,100.0,88.0,0.0,0.0,0.0,0.0,1.0,48.0,0.96,1.0909090909090908,0.3303030303030303
86.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8842105263157894,95.0,84.0,100.0,88.42105263157895,0.0,0.0,1.0,1.0,0.0,189.0,1.9894736842105263,2.25,423.5057539682538
87.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8269230769230769,52.0,43.0,100.0,82.6923076923077,0.0,0.0,0.0,1.0,0.0,88.0,1.6923076923076923,2.046511627906977,5.412403100775194
88.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7872340425531915,47.0,37.0,100.0,78.72340425531915,0.0,1.0,0.0,0.0,0.0,53.0,1.127659574468085,1.4324324324324325,25.72837837837838
89.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7115384615384616,52.0,37.0,100.0,71.15384615384616,0.0,0.0,0.0,1.0,0.0,69.0,1.3269230769230769,1.864864864864865,2.354054054054054
90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6923076923076923,52.0,36.0,95.55555555555556,66.15384615384616,0.0,0.0,0.0,1.0,0.0,130.0,2.5,3.611111111111111,1148.6291666666666
91.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5979381443298969,97.0,58.0,100.0,59.79381443298969,0.0,1.0,0.0,0.0,1.0,77.0,0.7938144329896907,1.3275862068965518,124.27586206896552
92.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5670103092783505,97.0,55.0,89.54545454545455,50.77319587628866,0.0,1.0,0.0,0.0,1.0,135.0,1.3917525773195876,2.4545454545454546,1068.6299999999999
93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9361702127659575,47.0,44.0,100.0,93.61702127659575,0.0,1.0,0.0,0.0,0.0,75.0,1.5957446808510638,1.7045454545454546,49.9155303030303
94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9574468085106383,47.0,45.0,100.0,95.74468085106383,0.0,1.0,0.0,0.0,0.0,72.0,1.5319148936170213,1.6,39.6462962962963
95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9361702127659575,47.0,44.0,92.72727272727273,86.80851063829788,0.0,1.0,0.0,0.0,0.0,141.0,3.0,3.2045454545454546,562.9887596899225
96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9787234042553191,47.0,46.0,100.0,97.87234042553192,0.0,1.0,0.0,0.0,0.0,57.0,1.2127659574468086,1.2391304347826086,16.18913043478261
97.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6238532110091743,109.0,68.0,81.17647058823529,50.642201834862384,1.0,1.0,0.0,0.0,0.0,203.0,1.8623853211009174,2.985294117647059,2444.737009803922
98.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,52.0,30.0,96.66666666666667,55.76923076923077,0.0,0.0,0.0,1.0,0.0,87.0,1.6730769230769231,2.9,1080.8744444444444
99.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8993288590604027,149.0,134.0,98.50746268656717,88.59060402684564,0.0,1.0,0.0,1.0,1.0,410.0,2.751677852348993,3.0597014925373136,4703.835588972431
100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.723404255319149,47.0,34.0,94.11764705882354,68.08510638297872,0.0,1.0,0.0,0.0,0.0,153.0,3.25531914893617,4.5,908.7436274509805
101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8041237113402062,97.0,78.0,93.58974358974359,75.25773195876289,0.0,1.0,0.0,0.0,1.0,188.0,1.9381443298969072,2.41025641025641,2358.503846153846
102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0212765957446808,47.0,48.0,97.91666666666667,100.0,0.0,1.0,0.0,0.0,0.0,60.0,1.2765957446808511,1.25,191.5786231884058
103.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7731958762886598,97.0,75.0,84.26666666666667,65.15463917525773,0.0,1.0,0.0,0.0,1.0,313.0,3.2268041237113403,4.173333333333333,6561.87311111111
104.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9787234042553191,47.0,46.0,100.0,97.87234042553192,0.0,1.0,0.0,0.0,0.0,68.0,1.446808510638298,1.4782608695652173,5.342391304347826
105.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9574468085106383,47.0,45.0,100.0,95.74468085106383,0.0,1.0,0.0,0.0,0.0,67.0,1.425531914893617,1.488888888888889,440.3714814814815
