id,dim0,dim1
0,440.501906934803,4.049239089477679
1,439.4972953848595,-4.955409468027606
2,438.4984092876628,-3.591062704224683
3,437.4987917186009,-3.1034382257270763
4,436.4972665721535,-5.02265694310566
5,435.49790225849847,-4.251078878083278
6,434.49679905490706,-5.446265352572844
7,433.4999261197692,-1.938225902891871
8,432.4996612689711,-0.6127953141476229
9,431.4979501262272,-2.84964458125314
10,430.5161313648062,20.180172069938685
11,429.5065313271834,7.265705014276421
12,428.5026826615007,1.5737701968854862
13,427.51163951972933,14.365306727770012
14,426.5060186054894,6.371922394014156
15,425.5032391868226,2.450625745144725
16,424.50378060548667,2.9976522413403437
17,423.50790500171587,9.55315602567433
18,422.5186455314251,27.83783459037215
19,421.49677990202946,-5.538951710644832
20,420.49905552950725,-2.77652865653051
21,419.4978637854486,-4.160777794984069
22,418.4971325625656,-5.028500847752993
23,417.4983027277379,-3.8949510291602203
24,416.4996733929668,-2.290619413157588
25,415.49701715580017,-5.314708318732954
26,414.49669225140326,-5.627511558607637
27,413.4983568618623,-3.2020316476554878
28,412.497728065494,-4.191387919602872
29,411.50787686388355,10.989732530768588
30,410.5057039077728,6.110696534598149
31,409.5000975265278,-0.7494922645701698
32,408.49897394663094,-2.7690693511175533
33,407.4977109296725,-4.0320217929307205
34,406.4978441749372,-4.258434762997289
35,405.4974009782387,-4.810093069373839
36,404.50169028598845,1.1687932551742173
37,403.5001209477244,-1.1398179582692198
38,402.49749035025303,-4.377038867520743
39,401.5019413468661,1.555335330571974
40,400.49764793972,-4.536782316431488
41,399.50856813095305,12.439514394535495
42,398.4976312768512,-4.696792636836719
43,397.4982111830301,-3.7927781201692627
44,396.497484894173,-4.4309058610075125
45,395.4982430671543,-3.861904443629538
46,394.49781113885786,-4.262838230376203
47,393.49929370295996,-2.6816134860561847
48,392.49692961315975,-5.479163107457734
49,391.49752937188936,-4.3724138721798695
50,390.50645995801415,6.4769988821751445
51,389.50398734520195,4.2608624080495465
52,388.4982586632449,-4.05477087960476
53,387.498321793529,-3.5068518946823635
54,386.49795074074797,-3.774871321382309
55,385.49794093061774,-3.9545318103808773
56,384.49844218256186,-3.302267412593721
57,383.49886573779617,-2.883976081475582
58,382.49868177041964,-3.1064274568848838
59,381.4975452424631,-4.3081635890804755
60,380.4975596411997,-4.13455133311817
61,379.49773565517165,-4.2012558401381135
62,378.4976852072949,-4.237907976976389
63,377.49744625494526,-4.503742879354782
64,376.4983950178878,-3.3038337683453967
65,375.50390999536086,2.676193470190854
66,374.50455002533704,5.295654485281233
67,373.49760721029367,-3.9536868125102758
68,372.5016815647358,1.3912152058742697
69,371.4980187679227,-3.3762394720718256
70,370.50053387558984,-0.32587480508881533
71,369.5046273103215,5.1542835414378505
72,368.50588187648094,6.711773021885464
73,367.50497709421035,6.12494035855358
74,366.5074462280444,7.683153562899982
75,365.500911828993,-0.8080629314755203
76,364.4990172656337,-2.5446076852623016
77,363.497344289247,-4.349422648562641
