id,dim0,dim1,dim2,dim3
573,-157.4098,104.44397,90.41599,-220.04987
574,-156.19891,102.477356,95.699524,-221.63614
575,-157.45541,104.078445,92.477394,-221.23071
576,-158.29942,105.06937,90.747894,-221.19705
577,-157.49663,103.71035,94.53451,-222.40443
578,-157.59412,103.63859,95.292244,-222.92606
579,-158.71765,105.042725,92.55261,-222.6412
580,-155.92679,100.80676,103.20453,-225.45996
581,-153.97539,97.784645,110.96245,-227.60098
582,-156.32585,100.945145,104.08437,-226.37573
583,-159.41919,105.200005,94.54156,-224.49384
584,-156.6475,100.99251,105.12357,-227.29501
585,-159.31139,104.61401,97.124825,-225.79468
586,-159.68237,104.93842,96.936165,-226.09357
587,-159.9833,105.153305,97.03128,-226.4722
588,-153.867,96.135635,119.00943,-231.89987
589,-158.01093,101.875595,106.019775,-229.26587
590,-165.78513,112.72602,81.228905,-224.09286
591,-160.71149,105.34296,98.95997,-228.32065
592,-161.34373,106.03862,97.90417,-228.42702
593,-158.72437,102.05242,107.95561,-231.10222
594,-159.74033,103.30561,105.56312,-230.89117
595,-161.5736,105.72981,100.408676,-230.0509
596,-162.21889,106.44844,99.28681,-230.13518
597,-156.35457,97.80276,120.35712,-235.33795
598,-173.13776,121.285774,66.535576,-224.00446
599,-160.18434,102.88642,109.48935,-233.52771
600,-161.40866,104.42535,106.458496,-233.19232
601,-167.20844,112.43993,88.37594,-229.55936
602,-169.2271,115.10561,82.718994,-228.64436
603,-162.72748,105.68152,105.25844,-233.9643
604,-170.57265,116.54741,80.67112,-228.98001
605,-163.23698,105.99272,105.69009,-234.7539
606,-165.85675,109.55133,97.83889,-233.28671
607,-163.21909,105.581116,107.73517,-235.8569
608,-170.91405,116.21982,83.7171,-231.0221
609,-164.54834,107.02324,105.620705,-236.13834
610,-163.78525,105.71351,109.31221,-237.3366
611,-162.51123,103.666016,114.75992,-238.94449
612,-165.6697,108.0013,105.063225,-237.04875
613,-159.92259,99.519,125.76079,-242.17407
614,-172.6269,117.449844,84.22285,-233.1577
615,-180.48792,128.19781,60.30507,-228.55807
616,-167.50078,109.7879,103.17852,-238.00064
617,-168.60422,111.16454,100.50015,-237.72763
618,-168.71176,111.10599,101.230095,-238.2449
619,-169.00017,111.30837,101.339645,-238.61789
620,-170.37209,113.073166,97.735916,-238.1282
621,-170.93387,113.69948,96.755775,-238.1997
622,-166.0689,106.44594,114.652824,-242.7449
623,-174.155,117.76703,88.685715,-237.2647
624,-167.43782,107.991425,112.16496,-242.86443
625,-170.33281,111.9512,103.34845,-241.16599
626,-175.81169,119.45224,86.626884,-237.93184
627,-171.51231,113.2193,101.53156,-241.44827
628,-172.41537,114.31067,99.52094,-241.32437
629,-172.1214,113.6718,101.633644,-242.16501
630,-169.20116,109.24635,112.74406,-245.09503
631,-170.04604,110.24717,110.96705,-245.03625
632,-171.94513,112.77551,105.53947,-244.11743
633,-172.54964,113.43401,104.56416,-244.23792
634,-184.00671,129.1648,69.36515,-237.3476
635,-178.75616,121.770164,86.45013,-241.02887
636,-179.44566,122.497406,85.46022,-241.23349
637,-179.09642,121.80266,87.63994,-242.05096
638,-184.65268,129.2694,71.40334,-239.16696
639,-172.32155,111.82052,111.95126,-248.0448
640,-173.65186,113.523605,108.49892,-247.59308
641,-173.74265,113.44293,109.27583,-248.11798
642,-179.15479,120.90442,92.49146,-244.77698
643,-173.55305,112.742645,112.1206,-249.4736
644,-173.09041,111.89275,114.64582,-250.35767
645,-173.95018,112.88728,112.96056,-250.3654
646,-172.01762,109.88624,120.68532,-252.50867
647,-177.77322,117.96463,102.09848,-248.55098
648,-176.28296,115.60359,108.29604,-250.33585
649,-177.64116,117.352,104.72199,-249.8476
650,-178.41304,118.25138,103.17549,-249.83612
651,-178.21762,117.75121,104.96801,-250.60794
652,-177.40494,116.37587,108.79926,-251.82912
653,-178.39716,117.58188,106.554695,-251.67352
654,-177.87483,116.62547,109.389595,-252.66281
655,-177.90318,116.45344,110.387314,-253.24115
656,-179.57773,118.65318,105.75394,-252.51466
657,-180.73276,120.10767,102.88094,-252.19078
658,-180.13419,119.02611,106.05546,-253.28378
659,-179.21169,117.47562,110.34933,-254.63971
660,-179.56903,117.77985,110.21002,-254.9509
661,-178.76453,116.40521,114.070145,-256.19678
662,-181.1479,119.633835,106.97305,-254.88702
663,-180.35318,118.26882,110.8227,-256.1378
664,-178.02936,114.7071,119.8701,-258.5825
665,-180.49384,118.04382,112.54055,-257.23315
666,-181.43834,119.19205,110.40298,-257.08453
667,-178.87332,115.27782,120.30111,-259.73456
668,-183.65196,121.96394,104.977425,-256.50806
669,-184.03552,122.30375,104.75962,-256.80457
670,-187.6774,127.17644,94.227455,-254.97472
671,-184.35963,122.34246,105.853096,-257.7563
672,-184.60402,122.48047,106.118004,-258.16678
673,-181.47017,117.74794,117.95552,-261.26416
674,-184.26929,121.56739,109.47827,-259.64792
675,-184.50024,121.68954,109.771194,-260.05923
676,-184.88751,122.03621,109.53298,-260.34857
677,-185.48897,122.68886,108.57549,-260.4755
678,-182.93753,118.79418,118.42732,-263.11484
679,-184.4275,120.73042,114.41289,-262.52783
680,-182.81958,118.20604,120.98107,-264.38846
681,-183.96175,119.63581,118.18394,-264.09225
682,-182.95674,117.98253,122.6774,-265.46826
683,-185.68759,121.69853,114.45988,-263.9205
684,-184.82068,120.23497,118.528435,-265.21307
685,-186.27177,122.116684,114.63938,-264.65274
686,-185.75598,121.15305,117.5375,-265.6838
687,-188.41579,124.77558,109.51723,-264.1672
688,-188.77147,125.0739,109.40164,-264.48962
689,-187.84235,123.52795,113.64577,-265.81107
690,-182.93173,116.24522,131.51102,-270.28937
691,-189.82974,125.96208,109.0548,-265.44724
692,-185.21712,119.10226,125.93373,-269.70743
693,-188.14445,123.104935,117.025665,-267.9938
694,-188.7309,123.74255,116.085655,-268.11404
695,-184.47775,117.40095,131.7335,-272.0885
696,-186.43875,120.00944,126.14069,-271.14618
697,-191.79294,127.51695,108.88855,-267.48557
698,-190.8828,125.98727,113.12471,-268.82327
699,-191.6769,126.912476,111.534,-268.8116
700,-192.31401,127.61861,110.44379,-268.9044
701,-191.43532,126.136566,114.56036,-270.21054
702,-191.14613,125.5028,116.665985,-271.0525
703,-192.34975,127.0287,113.61953,-270.6861
704,-193.35521,128.267,111.26188,-270.48282
705,-193.25166,127.90252,112.723076,-271.17245
706,-193.83685,128.53275,111.81607,-271.30945
707,-191.85213,125.45577,119.72318,-273.4962
708,-193.84335,128.10983,114.01666,-272.52426
709,-193.68694,127.67561,115.62563,-273.23764
710,-190.69986,123.15881,126.93916,-276.20667
711,-192.55927,125.62191,121.688896,-275.34216
712,-198.57935,133.9528,102.858406,-271.53763
713,-195.62007,129.60823,113.39717,-274.11157
714,-195.01958,128.52768,116.55871,-275.19534
715,-195.75089,129.36807,115.15366,-275.2175
716,-199.7942,134.83057,103.189545,-273.0372
717,-196.73454,130.35986,113.97647,-275.63846
718,-197.26788,130.9157,113.24537,-275.81573
719,-195.479,128.12074,120.48324,-277.84763
720,-191.28018,121.85286,135.96863,-281.7919
721,-196.10812,128.59258,120.56588,-278.5754
722,-198.64746,132.0488,112.92042,-277.13388
723,-197.02698,129.49875,119.570595,-279.0259
724,-199.06378,132.22107,113.69478,-278.0105
725,-199.44298,132.55669,113.48124,-278.30463
726,-199.38844,132.26157,114.781334,-278.959
727,-198.45872,130.70073,119.09947,-280.32043
728,-199.51263,132.00443,116.59874,-280.0912
729,-198.64127,130.53502,120.679535,-281.38565
730,-200.66765,133.25252,114.78703,-280.34976
731,-199.8441,131.84367,118.74715,-281.62985
732,-196.89375,127.3737,129.96635,-284.58698
733,-198.90727,130.06311,124.16689,-283.58817
734,-199.55893,130.78561,123.05044,-283.6823
735,-200.1867,131.48116,121.97749,-283.77444
736,-202.47597,134.58035,115.170555,-282.52185
737,-201.54681,133.01535,119.51257,-283.897
738,-201.36241,132.53723,121.235725,-284.6427
739,-201.02495,131.83354,123.50828,-285.5239
740,-201.43336,132.21118,123.195145,-285.79504
741,-197.30261,126.04952,138.40569,-289.66226
742,-198.01147,126.85669,137.08209,-289.70477
743,-202.8953,133.686,121.441444,-286.41837
744,-204.74507,136.1484,116.15638,-285.52432
745,-200.98242,130.49333,130.23006,-289.1669
746,-204.23038,134.96025,120.21347,-287.1927
747,-201.66942,131.05396,130.08694,-289.8336
748,-205.1371,135.84024,119.30431,-287.67728
749,-203.67308,133.5138,125.42873,-289.45047
750,-205.62717,136.11972,119.82159,-288.4928
751,-202.84085,131.88918,130.46376,-291.31113
752,-205.7942,135.93333,121.44604,-289.56552
753,-205.56567,135.39029,123.327095,-290.35004
754,-189.19435,111.62375,180.24895,-303.83185
755,-206.91557,136.90778,120.90736,-290.4863
756,-203.8959,132.34474,132.3286,-293.4791
757,-206.41948,135.76839,124.78776,-292.07785
758,-207.26668,136.77399,122.995384,-292.01315
759,-208.2058,137.91522,120.872215,-291.86658
760,-207.96144,137.34753,122.81687,-292.6688
761,-198.49358,123.506836,156.22961,-300.73657
762,-207.7159,136.56715,125.850365,-294.06735
763,-207.05711,135.39993,129.22511,-295.20493
764,-209.67119,138.95807,121.35364,-293.72043
765,-208.89111,137.61986,125.12394,-294.94348
766,-210.062,139.09294,122.218605,-294.61905
767,-210.5098,139.5252,121.78159,-294.86496
768,-210.77936,139.70082,121.953545,-295.25174
769,-210.38257,138.9156,124.40891,-296.16895
770,-207.56975,134.64957,135.12784,-299.0006
771,-209.86885,137.74461,128.38152,-297.79196
772,-211.2514,139.52821,124.723595,-297.2841
773,-211.05136,139.0258,126.509186,-298.0471
774,-211.6602,139.68831,125.5306,-298.17047
775,-212.14474,140.17413,124.964714,-298.3855
776,-211.49178,139.02238,128.28313,-299.49844
777,-210.29738,137.08376,133.48854,-301.05972
778,-213.15683,140.99492,124.780266,-299.3821
779,-211.87558,138.9272,130.30309,-301.0234
780,-214.12804,141.96448,123.6677,-299.82504
781,-214.98515,142.98969,121.814224,-299.73755
782,-212.23018,138.7971,132.38614,-302.55133
783,-215.43414,143.2096,122.4739,-300.58664
784,-213.82707,140.67737,129.08594,-302.4723
785,-212.2514,138.18343,135.62624,-304.3526
786,-216.28812,143.7996,122.84555,-301.71698
787,-212.11842,137.5629,138.28679,-305.66858
788,-216.74776,144.03564,123.464836,-302.55545
789,-213.15027,138.62914,136.91902,-306.0372
790,-217.19788,144.25345,124.13981,-303.41415
791,-215.4218,141.47963,131.32019,-305.4284
792,-218.12245,145.19234,122.99913,-303.79105
793,-213.86823,138.8185,138.80829,-307.8529
794,-218.68477,145.55019,123.40149,-304.6219
795,-217.11281,143.06908,129.89069,-306.47818
796,-219.32227,146.07193,123.26093,-305.23627
797,-217.17189,142.72548,131.89304,-307.6412
798,-219.7834,146.29121,123.97236,-306.12695
799,-219.39453,145.50749,126.45144,-307.0657
800,-217.43384,142.45335,134.33693,-309.26666
801,-218.88206,144.33502,130.43669,-308.69705
802,-220.8397,146.95967,124.74748,-307.6982
803,-219.72351,145.12302,129.74028,-309.2276
804,-213.96791,136.60295,150.59831,-314.4318
805,-220.24756,145.45102,130.14359,-310.01743
806,-219.03342,143.47919,135.4409,-311.60773
807,-220.28113,145.06732,132.25038,-311.2101
808,-221.41219,146.48569,129.46764,-310.90976
809,-221.48172,146.37236,130.32765,-311.45718
810,-217.60349,140.56842,144.70578,-315.1415
811,-221.12706,145.43146,133.75143,-312.95157
812,-221.18236,145.29634,134.6668,-313.51395
813,-221.58377,145.66504,134.37173,-313.78748
814,-219.38873,142.2819,143.01431,-316.14972
815,-222.21321,146.14459,134.41586,-314.49445
816,-221.36298,144.69684,138.46977,-315.7971
817,-222.06013,145.4972,137.13438,-315.82043
818,-222.94582,146.5614,135.19414,-315.71628
819,-224.05493,147.9453,132.50107,-315.44135
820,-223.47333,146.89261,135.59474,-316.50836
821,-224.6298,148.34769,132.72456,-316.18762
822,-223.89456,147.07214,136.35129,-317.38055
823,-223.05106,145.63922,140.3557,-318.6633
824,-225.49506,148.95383,133.05818,-317.3093
825,-226.58144,150.30447,130.44545,-317.0538
826,-223.82376,146.11453,140.99304,-319.8513
827,-226.28712,149.45454,133.64212,-318.48898
828,-221.09894,141.75853,152.5255,-323.2249
829,-228.00682,151.50809,129.94063,-318.32294
830,-227.4274,150.45555,133.04219,-319.39667
831,-224.8154,146.4769,143.08418,-322.07468
832,-223.51726,144.39122,148.6321,-323.7114
833,-226.1492,147.96951,140.72824,-322.2285
834,-225.32611,146.5656,144.66484,-323.4962
835,-228.98166,151.62805,133.21141,-321.1755
836,-228.07846,150.10313,137.45065,-322.52243
837,-229.12422,151.3979,134.96327,-322.29166
838,-229.48924,151.72092,134.75792,-322.5749
839,-228.34358,149.83905,139.86584,-324.13556
840,-226.36008,146.78021,147.68456,-326.27512
841,-224.43475,143.80142,155.32361,-328.37918
842,-228.52176,149.46664,142.49127,-325.76974
843,-229.97046,151.34927,138.58794,-325.19894
844,-223.82027,142.26616,160.76752,-330.7004
845,-213.64458,127.40485,196.6056,-339.33148
846,-226.69127,145.98007,153.1196,-329.61734
847,-227.30296,146.64014,152.16493,-329.7569
848,-230.36514,150.82974,142.83328,-327.95706
849,-230.04962,150.16916,144.97182,-328.78854
850,-229.06836,148.55116,149.37846,-330.1426
851,-230.52895,150.43977,145.49171,-329.59378
852,-232.0188,152.35988,141.55989,-329.05203
853,-227.72743,145.9811,157.24634,-333.0062
854,-227.64359,145.63657,158.68356,-333.70404
855,-226.61636,143.96146,163.20064,-335.06888
856,-234.54375,155.14938,137.2853,-329.44495
857,-233.5223,153.46213,141.88774,-330.86288
858,-235.28967,155.79897,136.91965,-330.05338
859,-232.25389,151.20232,148.44958,-333.08835
860,-229.1175,146.48044,160.22212,-336.1473
861,-232.11575,150.58156,151.09064,-334.38803
862,-232.24844,150.55936,151.73392,-334.88498
863,-225.72038,140.96513,175.03477,-340.59195
864,-236.32965,156.012,139.97157,-332.8565
865,-235.43863,154.52097,144.08519,-334.14767
866,-238.26575,158.38203,135.50562,-332.50565
867,-235.98593,154.87787,144.43257,-334.93204
868,-238.22662,157.89436,137.85725,-333.75388
869,-231.49026,147.98781,161.93338,-339.66037
870,-239.38257,159.14813,136.02,-333.99942
871,-238.02826,156.96848,141.82707,-335.71747
872,-236.64642,154.75755,147.68515,-337.43362
873,-237.62384,155.9544,145.42863,-337.25543
874,-237.83907,156.05511,145.76909,-337.67575
875,-240.19254,159.24794,138.73679,-336.3691
876,-238.63782,156.77754,145.23973,-338.25168
877,-241.74353,161.06143,135.59698,-336.32834
878,-242.10214,161.37762,135.4012,-336.6099
879,-242.18785,161.2727,136.28247,-337.18655
880,-242.66965,161.77739,135.60864,-337.33932
881,-240.67206,158.63489,143.8014,-339.6689
