id,dim0,dim1,dim2,dim3
0,-440.25490783652964,-36.51253579133409,12.547066344755345,-12.342607023972022
1,-439.2689737007386,-27.100404327879925,14.791837140581821,-24.368330327480827
2,-438.3446825050159,-14.798516295324793,10.81021378011549,-26.263602846218003
3,-437.3574732510907,-12.88019316474868,10.070012398903252,-26.35053213985992
4,-436.24590851481815,-34.6398040534589,15.119689283469219,-20.352132478557362
5,-435.33721131939103,-15.77392040004257,11.286232691291067,-26.448755512543308
6,-434.15658319775366,-45.925177869875164,20.447661879753824,-20.76637077793042
7,-433.5680698761424,19.08600572275035,-1.2610031091819707,-30.445171248756125
8,-432.41227678657367,-31.069395961371352,0.03092654803832039,0.6413491807914438
9,-431.3578963162324,-19.544253271667678,8.492023378770623,-20.504400582097144
10,-431.2694178650333,94.63377694889873,-47.955453100018275,-9.040761172021954
11,-430.0353226539074,53.83188710063584,-36.14394489263643,-1.2708233973804361
12,-428.60493213833297,-12.00987430686023,-11.64809116371911,2.049991117239008
13,-428.44794812355565,109.33387680912969,-61.4843299080859,2.5337571611121072
14,-426.89873781341385,2.77661064198435,-35.60346588363974,27.922715424588848
15,-425.6379682871527,-41.06943948566485,-21.617592061679243,33.621623974279125
16,-424.6816705865428,-37.32221510976721,-24.61733159808337,35.31802026918765
17,-423.9412243264825,-0.5221584917179567,-41.02253819663939,38.70079426970617
18,-423.59052355003416,146.22373664735952,-70.2527583100035,-6.981404750474961
19,-421.18528848452877,-41.17764306170618,18.918693438516826,-21.68547623204875
20,-420.3666988159721,-19.3697115686414,7.605527708751177,-19.053782968600643
21,-419.19818112473365,-43.01998581804702,17.302375060161772,-18.346321076736167
22,-418.17430185286855,-43.04949972285366,19.447959865459776,-21.30314277535681
23,-417.35903598861603,-19.516092244467856,8.440039972598196,-20.62453992400595
24,-416.55227289776275,16.317503078065556,-0.584273216918,-29.85929464690238
25,-415.201692174546,-42.11552190941776,17.2358799805977,-18.952051943313297
26,-414.1629682887876,-44.92705941765961,20.011978309805293,-20.99218934864893
27,-413.2991452225404,-44.55929671504871,8.633367895915523,1.114141957376147
28,-412.25911431766684,-50.332522264771896,11.0496922492222,0.8404294446932716
29,-411.8554693398466,-18.741119025226876,-38.73950711616058,48.511062092997626
30,-410.86922365177935,4.7638665374498705,-32.63678741942054,22.744320269818182
31,-409.26393023329166,-38.832159446342224,11.837007444229682,-12.12097781583956
32,-408.2727349301356,-30.72314714488824,13.413316204769796,-20.5443742723496
33,-407.2290745981545,-48.37908292645709,14.103364413369794,-4.301779343641339
34,-406.2215406474325,-39.207923572317775,16.026821886239123,-19.035143037027197
35,-405.21336954593886,-40.2023082463904,16.58624028920133,-19.330421890812428
36,-404.2586279700564,-32.65978398348452,14.280547561820287,-20.744377618911855
37,-403.29842269641927,-26.055891262123907,12.241614495255362,-21.946003561216195
38,-402.2409917195332,-46.47149118612814,13.445171446478785,-4.586012620582469
39,-401.54484461193067,-13.046837115143605,-7.797089220929653,0.13603663607619826
